language,subject,popularity_measure,year,month,post_type_id,country,value,date
R,Summarybigdata,Score,2016,1,1,,9,2016-01-01
R,Summarybigdata,Score,2016,2,1,,1,2016-02-01
R,Summarybigdata,Score,2016,2,1,egypt,0,2016-02-01
R,Summarybigdata,Score,2016,3,1,,4,2016-03-01
R,Summarybigdata,Score,2016,4,1,,12,2016-04-01
R,Summarybigdata,Score,2016,5,1,,5,2016-05-01
R,Summarybigdata,Score,2016,6,1,india,2,2016-06-01
R,Summarybigdata,Score,2016,6,1,,1,2016-06-01
R,Summarybigdata,Score,2016,7,1,,9,2016-07-01
R,Summarybigdata,Score,2016,8,1,israel,0,2016-08-01
R,Summarybigdata,Score,2016,8,1,,1,2016-08-01
R,Summarybigdata,Score,2016,9,1,,3,2016-09-01
R,Summarybigdata,Score,2016,10,1,united states,2,2016-10-01
R,Summarybigdata,Score,2016,10,1,,6,2016-10-01
R,Summarybigdata,Score,2016,11,1,,0,2016-11-01
R,Summarybigdata,Score,2016,12,1,,-1,2016-12-01
R,Summarybigdata,Score,2017,1,1,,1,2017-01-01
R,Summarybigdata,Score,2017,2,1,,11,2017-02-01
R,Summarybigdata,Score,2017,3,1,,-1,2017-03-01
R,Summarybigdata,Score,2017,3,1,united states,1,2017-03-01
R,Summarybigdata,Score,2017,4,1,,4,2017-04-01
R,Summarybigdata,Score,2017,5,1,,1,2017-05-01
R,Summarybigdata,Score,2017,6,1,pakistan,3,2017-06-01
R,Summarybigdata,Score,2017,6,1,,10,2017-06-01
R,Summarybigdata,Score,2017,7,1,invalid,0,2017-07-01
R,Summarybigdata,Score,2017,7,1,,0,2017-07-01
R,Summarybigdata,Score,2017,8,1,,1,2017-08-01
R,Summarybigdata,Score,2017,9,1,india,0,2017-09-01
R,Summarybigdata,Score,2017,9,1,,6,2017-09-01
R,Summarybigdata,Score,2017,10,1,invalid,0,2017-10-01
R,Summarybigdata,Score,2017,10,1,,8,2017-10-01
R,Summarybigdata,Score,2017,11,1,tunisia,0,2017-11-01
R,Summarybigdata,Score,2017,11,1,,1,2017-11-01
R,Summarybigdata,Score,2017,11,1,invalid,3,2017-11-01
R,Summarybigdata,Score,2017,12,1,,0,2017-12-01
R,Summarybigdata,Score,2018,1,1,,2,2018-01-01
R,Summarybigdata,Score,2018,2,1,,4,2018-02-01
R,Summarybigdata,Score,2018,3,1,,2,2018-03-01
R,Summarybigdata,Score,2018,4,1,,2,2018-04-01
R,Summarybigdata,Score,2018,4,1,indonesia,-3,2018-04-01
R,Summarybigdata,Score,2018,5,1,,9,2018-05-01
R,Summarybigdata,Score,2018,6,1,,1,2018-06-01
R,Summarybigdata,Score,2018,7,1,,-3,2018-07-01
R,Summarybigdata,Score,2018,8,1,india,1,2018-08-01
R,Summarybigdata,Score,2018,8,1,canada,3,2018-08-01
R,Summarybigdata,Score,2018,8,1,,5,2018-08-01
R,Summarybigdata,Score,2018,9,1,australia,-1,2018-09-01
R,Summarybigdata,Score,2018,9,1,,4,2018-09-01
R,Summarybigdata,Score,2018,10,1,india,1,2018-10-01
R,Summarybigdata,Score,2018,10,1,united states,0,2018-10-01
R,Summarybigdata,Score,2018,10,1,,-2,2018-10-01
R,Summarybigdata,Views,2012,1,1,spain,2887,2012-01-01
R,Summarybigdata,Views,2012,1,1,,2353,2012-01-01
R,Summarybigdata,Views,2012,2,1,,21140,2012-02-01
R,Summarybigdata,Views,2012,3,1,,2595,2012-03-01
R,Summarybigdata,Views,2012,5,1,,379,2012-05-01
R,Summarybigdata,Views,2012,6,1,united states,199,2012-06-01
R,Summarybigdata,Views,2012,6,1,,21050,2012-06-01
R,Summarybigdata,Views,2012,7,1,,1267,2012-07-01
R,Summarybigdata,Views,2012,8,1,,6364,2012-08-01
R,Summarybigdata,Views,2012,9,1,,7365,2012-09-01
R,Summarybigdata,Views,2012,10,1,,7963,2012-10-01
R,Summarybigdata,Views,2012,11,1,,3104,2012-11-01
R,Summarybigdata,Views,2012,12,1,,2989,2012-12-01
R,Summarybigdata,Views,2013,1,1,,4405,2013-01-01
R,Summarybigdata,Views,2013,2,1,,3165,2013-02-01
R,Summarybigdata,Views,2013,3,1,,2991,2013-03-01
R,Summarybigdata,Views,2013,4,1,,11511,2013-04-01
R,Summarybigdata,Views,2013,5,1,,4108,2013-05-01
R,Summarybigdata,Views,2013,6,1,,34338,2013-06-01
R,Summarybigdata,Views,2013,7,1,,1233,2013-07-01
R,Summarybigdata,Views,2013,8,1,,5046,2013-08-01
R,Summarybigdata,Views,2013,8,1,guatemala,227,2013-08-01
R,Summarybigdata,Views,2013,9,1,norway,439,2013-09-01
R,Summarybigdata,Views,2013,9,1,,9184,2013-09-01
R,Summarybigdata,Views,2013,10,1,,28694,2013-10-01
R,Summarybigdata,Views,2013,10,1,france,199,2013-10-01
R,Summarybigdata,Views,2013,10,1,nepal,386,2013-10-01
R,Summarybigdata,Views,2013,10,1,invalid,14803,2013-10-01
R,Summarybigdata,Views,2013,11,1,,5648,2013-11-01
R,Summarybigdata,Views,2013,12,1,,2244,2013-12-01
R,Summarybigdata,Views,2014,1,1,,5630,2014-01-01
R,Summarybigdata,Views,2014,1,1,iran,177,2014-01-01
R,Summarybigdata,Views,2014,2,1,singapore,2214,2014-02-01
R,Summarybigdata,Views,2014,2,1,,19946,2014-02-01
R,Summarybigdata,Views,2014,3,1,,21869,2014-03-01
R,Summarybigdata,Views,2014,3,1,united kingdom,188,2014-03-01
R,Summarybigdata,Views,2014,3,1,invalid,572,2014-03-01
R,Summarybigdata,Views,2014,3,1,india,2225,2014-03-01
R,Summarybigdata,Views,2014,4,1,,8820,2014-04-01
R,Summarybigdata,Views,2014,4,1,invalid,83,2014-04-01
R,Summarybigdata,Views,2014,4,1,denmark,130,2014-04-01
R,Summarybigdata,Views,2014,5,1,,6791,2014-05-01
R,Summarybigdata,Views,2014,6,1,,6831,2014-06-01
R,Summarybigdata,Views,2014,7,1,,4670,2014-07-01
R,Summarybigdata,Views,2014,7,1,invalid,113,2014-07-01
R,Summarybigdata,Views,2014,7,1,united kingdom,644,2014-07-01
R,Summarybigdata,Views,2014,8,1,,10063,2014-08-01
R,Summarybigdata,Views,2014,8,1,israel,125,2014-08-01
R,Summarybigdata,Views,2014,8,1,united kingdom,4100,2014-08-01
R,Summarybigdata,Views,2014,9,1,france,234,2014-09-01
R,Summarybigdata,Views,2014,9,1,,110,2014-09-01
R,Summarybigdata,Views,2014,9,1,invalid,476,2014-09-01
R,Summarybigdata,Views,2014,10,1,,173,2014-10-01
R,Summarybigdata,Views,2014,11,1,netherlands,1556,2014-11-01
R,Summarybigdata,Views,2014,11,1,,937,2014-11-01
R,Summarybigdata,Views,2014,12,1,,17328,2014-12-01
R,Summarybigdata,Views,2015,1,1,,1331,2015-01-01
R,Summarybigdata,Views,2015,2,1,,1261,2015-02-01
R,Summarybigdata,Views,2015,3,1,invalid,505,2015-03-01
R,Summarybigdata,Views,2015,3,1,,3124,2015-03-01
R,Summarybigdata,Views,2015,4,1,,1819,2015-04-01
R,Summarybigdata,Views,2015,5,1,,802,2015-05-01
R,Summarybigdata,Views,2015,6,1,india,103,2015-06-01
R,Summarybigdata,Views,2015,6,1,australia,28,2015-06-01
R,Summarybigdata,Views,2015,6,1,,1946,2015-06-01
R,Summarybigdata,Views,2015,7,1,,6999,2015-07-01
R,Summarybigdata,Views,2015,8,1,,1966,2015-08-01
R,Summarybigdata,Views,2015,9,1,invalid,401,2015-09-01
R,Summarybigdata,Views,2015,9,1,france,196,2015-09-01
R,Summarybigdata,Views,2015,9,1,denmark,47,2015-09-01
R,Summarybigdata,Views,2015,9,1,,4968,2015-09-01
R,Summarybigdata,Views,2015,10,1,,405,2015-10-01
R,Summarybigdata,Views,2015,10,1,invalid,617,2015-10-01
R,Summarybigdata,Views,2015,11,1,,1192,2015-11-01
R,Summarybigdata,Views,2015,11,1,italy,89,2015-11-01
R,Summarybigdata,Views,2015,12,1,,4454,2015-12-01
R,Summarybigdata,Views,2016,1,1,,1251,2016-01-01
R,Summarybigdata,Views,2016,2,1,egypt,325,2016-02-01
R,Summarybigdata,Views,2016,2,1,,1365,2016-02-01
R,Summarybigdata,Views,2016,3,1,,1516,2016-03-01
R,Summarybigdata,Views,2016,4,1,,11868,2016-04-01
R,Summarybigdata,Views,2016,5,1,,7081,2016-05-01
R,Summarybigdata,Views,2016,6,1,,452,2016-06-01
R,Summarybigdata,Views,2016,6,1,india,365,2016-06-01
R,Summarybigdata,Views,2016,7,1,,3381,2016-07-01
R,Summarybigdata,Views,2016,8,1,,1137,2016-08-01
R,Summarybigdata,Views,2016,8,1,israel,58,2016-08-01
R,Summarybigdata,Views,2016,9,1,,1629,2016-09-01
R,Summarybigdata,Views,2016,10,1,,2048,2016-10-01
R,Summarybigdata,Views,2016,10,1,united states,66,2016-10-01
R,Summarybigdata,Views,2016,11,1,,1308,2016-11-01
R,Summarybigdata,Views,2016,12,1,,159,2016-12-01
R,Summarybigdata,Views,2017,1,1,,477,2017-01-01
R,Summarybigdata,Views,2017,2,1,,2173,2017-02-01
R,Summarybigdata,Views,2017,3,1,united states,265,2017-03-01
R,Summarybigdata,Views,2017,3,1,,476,2017-03-01
R,Summarybigdata,Views,2017,4,1,,1540,2017-04-01
R,Summarybigdata,Views,2017,5,1,,119,2017-05-01
R,Summarybigdata,Views,2017,6,1,,1243,2017-06-01
R,Summarybigdata,Views,2017,6,1,pakistan,405,2017-06-01
R,Summarybigdata,Views,2017,7,1,,462,2017-07-01
R,Summarybigdata,Views,2017,7,1,invalid,38,2017-07-01
R,Summarybigdata,Views,2017,8,1,,852,2017-08-01
R,Summarybigdata,Views,2017,9,1,india,28,2017-09-01
R,Summarybigdata,Views,2017,9,1,,646,2017-09-01
R,Summarybigdata,Views,2017,10,1,,1154,2017-10-01
R,Summarybigdata,Views,2017,10,1,invalid,91,2017-10-01
R,Summarybigdata,Views,2017,11,1,invalid,56,2017-11-01
R,Summarybigdata,Views,2017,11,1,tunisia,894,2017-11-01
R,Summarybigdata,Views,2017,11,1,,738,2017-11-01
R,Summarybigdata,Views,2017,12,1,,111,2017-12-01
R,Summarybigdata,Views,2018,1,1,,221,2018-01-01
R,Summarybigdata,Views,2018,2,1,,732,2018-02-01
R,Summarybigdata,Views,2018,3,1,,509,2018-03-01
R,Summarybigdata,Views,2018,4,1,,408,2018-04-01
R,Summarybigdata,Views,2018,4,1,indonesia,37,2018-04-01
R,Summarybigdata,Views,2018,5,1,,403,2018-05-01
R,Summarybigdata,Views,2018,6,1,,70,2018-06-01
R,Summarybigdata,Views,2018,7,1,,206,2018-07-01
R,Summarybigdata,Views,2018,8,1,,223,2018-08-01
R,Summarybigdata,Views,2018,8,1,india,56,2018-08-01
R,Summarybigdata,Views,2018,8,1,canada,68,2018-08-01
R,Summarybigdata,Views,2018,9,1,australia,24,2018-09-01
R,Summarybigdata,Views,2018,9,1,,247,2018-09-01
R,Summarybigdata,Views,2018,10,1,united states,24,2018-10-01
R,Summarybigdata,Views,2018,10,1,india,45,2018-10-01
R,Summarybigdata,Views,2018,10,1,,181,2018-10-01
Scala,Summarybigdata,Answers,2012,7,1,,1,2012-07-01
Scala,Summarybigdata,Answers,2012,11,1,,0,2012-11-01
Scala,Summarybigdata,Answers,2013,1,1,,1,2013-01-01
Scala,Summarybigdata,Answers,2013,1,1,dominican republic,5,2013-01-01
Scala,Summarybigdata,Answers,2013,6,1,,1,2013-06-01
Scala,Summarybigdata,Answers,2013,7,1,,4,2013-07-01
Scala,Summarybigdata,Answers,2013,9,1,invalid,1,2013-09-01
Scala,Summarybigdata,Answers,2013,11,1,,1,2013-11-01
Scala,Summarybigdata,Answers,2013,12,1,invalid,2,2013-12-01
Scala,Summarybigdata,Answers,2014,1,1,,1,2014-01-01
Scala,Summarybigdata,Answers,2014,2,1,belgium,1,2014-02-01
Scala,Summarybigdata,Answers,2014,3,1,china,1,2014-03-01
Scala,Summarybigdata,Answers,2014,3,1,,2,2014-03-01
Scala,Summarybigdata,Answers,2014,4,1,,2,2014-04-01
Scala,Summarybigdata,Answers,2014,9,1,,2,2014-09-01
Scala,Summarybigdata,Answers,2014,10,1,,2,2014-10-01
Scala,Summarybigdata,Answers,2014,11,1,,27,2014-11-01
Scala,Summarybigdata,Answers,2014,12,1,,3,2014-12-01
Scala,Summarybigdata,Answers,2015,1,1,,5,2015-01-01
Scala,Summarybigdata,Answers,2015,2,1,,2,2015-02-01
Scala,Summarybigdata,Answers,2015,3,1,,6,2015-03-01
Scala,Summarybigdata,Answers,2015,4,1,invalid,2,2015-04-01
Scala,Summarybigdata,Answers,2015,4,1,,3,2015-04-01
Scala,Summarybigdata,Answers,2015,5,1,,6,2015-05-01
Scala,Summarybigdata,Answers,2015,6,1,,4,2015-06-01
Scala,Summarybigdata,Answers,2015,7,1,,2,2015-07-01
Scala,Summarybigdata,Answers,2015,8,1,,3,2015-08-01
Scala,Summarybigdata,Answers,2015,9,1,,6,2015-09-01
Scala,Summarybigdata,Answers,2015,9,1,invalid,5,2015-09-01
Scala,Summarybigdata,Answers,2015,10,1,brazil,1,2015-10-01
Scala,Summarybigdata,Answers,2015,10,1,,4,2015-10-01
Scala,Summarybigdata,Answers,2015,11,1,,1,2015-11-01
Scala,Summarybigdata,Answers,2015,12,1,,5,2015-12-01
Scala,Summarybigdata,Answers,2016,1,1,,0,2016-01-01
Scala,Summarybigdata,Answers,2016,3,1,sweden,1,2016-03-01
Scala,Summarybigdata,Answers,2016,3,1,brazil,1,2016-03-01
Scala,Summarybigdata,Answers,2016,3,1,,2,2016-03-01
Scala,Summarybigdata,Answers,2016,4,1,india,0,2016-04-01
Scala,Summarybigdata,Answers,2016,4,1,,11,2016-04-01
Scala,Summarybigdata,Answers,2016,4,1,sweden,5,2016-04-01
Scala,Summarybigdata,Answers,2016,5,1,,0,2016-05-01
Scala,Summarybigdata,Answers,2016,5,1,sweden,1,2016-05-01
Scala,Summarybigdata,Answers,2016,5,1,invalid,2,2016-05-01
Scala,Summarybigdata,Answers,2016,6,1,sweden,3,2016-06-01
Scala,Summarybigdata,Answers,2016,6,1,costa rica,1,2016-06-01
Scala,Summarybigdata,Answers,2016,6,1,,16,2016-06-01
Scala,Summarybigdata,Answers,2016,7,1,,6,2016-07-01
Scala,Summarybigdata,Answers,2016,8,1,,24,2016-08-01
Scala,Summarybigdata,Answers,2016,8,1,sweden,1,2016-08-01
Scala,Summarybigdata,Answers,2016,8,1,colombia,1,2016-08-01
Scala,Summarybigdata,Answers,2016,9,1,united kingdom,1,2016-09-01
Scala,Summarybigdata,Answers,2016,9,1,,11,2016-09-01
Scala,Summarybigdata,Answers,2016,9,1,invalid,1,2016-09-01
Scala,Summarybigdata,Answers,2016,9,1,sweden,4,2016-09-01
Scala,Summarybigdata,Answers,2016,10,1,invalid,2,2016-10-01
Scala,Summarybigdata,Answers,2016,10,1,united states,1,2016-10-01
Scala,Summarybigdata,Answers,2016,10,1,sweden,2,2016-10-01
Scala,Summarybigdata,Answers,2016,10,1,india,1,2016-10-01
Scala,Summarybigdata,Answers,2016,10,1,germany,2,2016-10-01
Scala,Summarybigdata,Answers,2016,10,1,,7,2016-10-01
Scala,Summarybigdata,Answers,2016,11,1,,5,2016-11-01
Scala,Summarybigdata,Answers,2016,12,1,,7,2016-12-01
Scala,Summarybigdata,Answers,2016,12,1,sweden,1,2016-12-01
Scala,Summarybigdata,Answers,2017,1,1,india,0,2017-01-01
Scala,Summarybigdata,Answers,2017,1,1,,9,2017-01-01
Scala,Summarybigdata,Answers,2017,2,1,,8,2017-02-01
Scala,Summarybigdata,Answers,2017,3,1,sweden,1,2017-03-01
Scala,Summarybigdata,Answers,2017,3,1,,4,2017-03-01
Scala,Summarybigdata,Answers,2017,4,1,,5,2017-04-01
Scala,Summarybigdata,Answers,2017,5,1,,11,2017-05-01
Scala,Summarybigdata,Answers,2017,5,1,sweden,0,2017-05-01
Scala,Summarybigdata,Answers,2017,6,1,,9,2017-06-01
Scala,Summarybigdata,Answers,2017,7,1,,4,2017-07-01
Scala,Summarybigdata,Answers,2017,7,1,invalid,1,2017-07-01
Scala,Summarybigdata,Answers,2017,8,1,,1,2017-08-01
Scala,Summarybigdata,Answers,2017,8,1,invalid,1,2017-08-01
Scala,Summarybigdata,Answers,2017,9,1,,4,2017-09-01
Scala,Summarybigdata,Answers,2017,9,1,sweden,1,2017-09-01
Scala,Summarybigdata,Answers,2017,9,1,invalid,0,2017-09-01
Scala,Summarybigdata,Answers,2017,10,1,,8,2017-10-01
Scala,Summarybigdata,Answers,2017,11,1,,7,2017-11-01
Scala,Summarybigdata,Answers,2017,12,1,,1,2017-12-01
Scala,Summarybigdata,Answers,2018,1,1,,4,2018-01-01
Scala,Summarybigdata,Answers,2018,2,1,,2,2018-02-01
Scala,Summarybigdata,Answers,2018,3,1,,11,2018-03-01
Scala,Summarybigdata,Answers,2018,4,1,ireland,0,2018-04-01
Scala,Summarybigdata,Answers,2018,4,1,,5,2018-04-01
Scala,Summarybigdata,Answers,2018,5,1,invalid,0,2018-05-01
Scala,Summarybigdata,Answers,2018,5,1,,8,2018-05-01
Scala,Summarybigdata,Answers,2018,6,1,united states,1,2018-06-01
Scala,Summarybigdata,Answers,2018,6,1,,9,2018-06-01
Scala,Summarybigdata,Answers,2018,7,1,united states,2,2018-07-01
Scala,Summarybigdata,Answers,2018,7,1,india,1,2018-07-01
Scala,Summarybigdata,Answers,2018,7,1,,10,2018-07-01
Scala,Summarybigdata,Answers,2018,7,1,invalid,1,2018-07-01
Scala,Summarybigdata,Answers,2018,8,1,,1,2018-08-01
Scala,Summarybigdata,Answers,2018,8,1,invalid,4,2018-08-01
Scala,Summarybigdata,Answers,2018,9,1,india,2,2018-09-01
Scala,Summarybigdata,Answers,2018,9,1,united states,3,2018-09-01
Scala,Summarybigdata,Answers,2018,9,1,,12,2018-09-01
Scala,Summarybigdata,Answers,2018,10,1,invalid,2,2018-10-01
Scala,Summarybigdata,Answers,2018,10,1,,12,2018-10-01
Scala,Summarybigdata,Ques,2012,7,1,,1,2012-07-01
Scala,Summarybigdata,Ques,2012,11,1,,1,2012-11-01
Scala,Summarybigdata,Ques,2013,1,1,,1,2013-01-01
Scala,Summarybigdata,Ques,2013,1,1,dominican republic,1,2013-01-01
Scala,Summarybigdata,Ques,2013,6,1,,2,2013-06-01
Scala,Summarybigdata,Ques,2013,7,1,,3,2013-07-01
Scala,Summarybigdata,Ques,2013,9,1,invalid,1,2013-09-01
Scala,Summarybigdata,Ques,2013,11,1,,1,2013-11-01
Scala,Summarybigdata,Ques,2013,12,1,invalid,1,2013-12-01
Scala,Summarybigdata,Ques,2014,1,1,,2,2014-01-01
Scala,Summarybigdata,Ques,2014,2,1,belgium,1,2014-02-01
Scala,Summarybigdata,Ques,2014,3,1,,2,2014-03-01
Scala,Summarybigdata,Ques,2014,3,1,china,1,2014-03-01
Scala,Summarybigdata,Ques,2014,4,1,,1,2014-04-01
Scala,Summarybigdata,Ques,2014,9,1,,1,2014-09-01
Scala,Summarybigdata,Ques,2014,10,1,,2,2014-10-01
Scala,Summarybigdata,Ques,2014,11,1,,13,2014-11-01
Scala,Summarybigdata,Ques,2014,12,1,,2,2014-12-01
Scala,Summarybigdata,Ques,2015,1,1,,2,2015-01-01
Scala,Summarybigdata,Ques,2015,2,1,,1,2015-02-01
Scala,Summarybigdata,Ques,2015,3,1,,5,2015-03-01
Scala,Summarybigdata,Ques,2015,4,1,,2,2015-04-01
Scala,Summarybigdata,Ques,2015,4,1,invalid,1,2015-04-01
Scala,Summarybigdata,Ques,2015,5,1,,3,2015-05-01
Scala,Summarybigdata,Ques,2015,6,1,,3,2015-06-01
Scala,Summarybigdata,Ques,2015,7,1,,2,2015-07-01
Scala,Summarybigdata,Ques,2015,8,1,,3,2015-08-01
Scala,Summarybigdata,Ques,2015,9,1,,5,2015-09-01
Scala,Summarybigdata,Ques,2015,9,1,invalid,1,2015-09-01
Scala,Summarybigdata,Ques,2015,10,1,,3,2015-10-01
Scala,Summarybigdata,Ques,2015,10,1,brazil,1,2015-10-01
Scala,Summarybigdata,Ques,2015,11,1,,1,2015-11-01
Scala,Summarybigdata,Ques,2015,12,1,,4,2015-12-01
Scala,Summarybigdata,Ques,2016,1,1,,1,2016-01-01
Scala,Summarybigdata,Ques,2016,3,1,,2,2016-03-01
Scala,Summarybigdata,Ques,2016,3,1,sweden,1,2016-03-01
Scala,Summarybigdata,Ques,2016,3,1,brazil,1,2016-03-01
Scala,Summarybigdata,Ques,2016,4,1,india,1,2016-04-01
Scala,Summarybigdata,Ques,2016,4,1,,10,2016-04-01
Scala,Summarybigdata,Ques,2016,4,1,sweden,3,2016-04-01
Scala,Summarybigdata,Ques,2016,5,1,sweden,2,2016-05-01
Scala,Summarybigdata,Ques,2016,5,1,invalid,1,2016-05-01
Scala,Summarybigdata,Ques,2016,5,1,,1,2016-05-01
Scala,Summarybigdata,Ques,2016,6,1,,7,2016-06-01
Scala,Summarybigdata,Ques,2016,6,1,costa rica,1,2016-06-01
Scala,Summarybigdata,Ques,2016,6,1,sweden,4,2016-06-01
Scala,Summarybigdata,Ques,2016,7,1,,5,2016-07-01
Scala,Summarybigdata,Ques,2016,8,1,,18,2016-08-01
Scala,Summarybigdata,Ques,2016,8,1,sweden,1,2016-08-01
Scala,Summarybigdata,Ques,2016,8,1,colombia,1,2016-08-01
Scala,Summarybigdata,Ques,2016,9,1,united kingdom,1,2016-09-01
Scala,Summarybigdata,Ques,2016,9,1,sweden,4,2016-09-01
Scala,Summarybigdata,Ques,2016,9,1,,10,2016-09-01
Scala,Summarybigdata,Ques,2016,9,1,invalid,1,2016-09-01
Scala,Summarybigdata,Ques,2016,10,1,,4,2016-10-01
Scala,Summarybigdata,Ques,2016,10,1,india,1,2016-10-01
Scala,Summarybigdata,Ques,2016,10,1,invalid,1,2016-10-01
Scala,Summarybigdata,Ques,2016,10,1,united states,1,2016-10-01
Scala,Summarybigdata,Ques,2016,10,1,sweden,2,2016-10-01
Scala,Summarybigdata,Ques,2016,10,1,germany,2,2016-10-01
Scala,Summarybigdata,Ques,2016,11,1,,4,2016-11-01
Scala,Summarybigdata,Ques,2016,12,1,sweden,1,2016-12-01
Scala,Summarybigdata,Ques,2016,12,1,,4,2016-12-01
Scala,Summarybigdata,Ques,2017,1,1,,7,2017-01-01
Scala,Summarybigdata,Ques,2017,1,1,india,1,2017-01-01
Scala,Summarybigdata,Ques,2017,2,1,,5,2017-02-01
Scala,Summarybigdata,Ques,2017,3,1,,3,2017-03-01
Scala,Summarybigdata,Ques,2017,3,1,sweden,1,2017-03-01
Scala,Summarybigdata,Ques,2017,4,1,,3,2017-04-01
Scala,Summarybigdata,Ques,2017,5,1,sweden,1,2017-05-01
Scala,Summarybigdata,Ques,2017,5,1,,7,2017-05-01
Scala,Summarybigdata,Ques,2017,6,1,,5,2017-06-01
Scala,Summarybigdata,Ques,2017,7,1,,6,2017-07-01
Scala,Summarybigdata,Ques,2017,7,1,invalid,1,2017-07-01
Scala,Summarybigdata,Ques,2017,8,1,,2,2017-08-01
Scala,Summarybigdata,Ques,2017,8,1,invalid,1,2017-08-01
Scala,Summarybigdata,Ques,2017,9,1,,5,2017-09-01
Scala,Summarybigdata,Ques,2017,9,1,invalid,1,2017-09-01
Scala,Summarybigdata,Ques,2017,9,1,sweden,1,2017-09-01
Scala,Summarybigdata,Ques,2017,10,1,,8,2017-10-01
Scala,Summarybigdata,Ques,2017,11,1,,4,2017-11-01
Scala,Summarybigdata,Ques,2017,12,1,,2,2017-12-01
Scala,Summarybigdata,Ques,2018,1,1,,5,2018-01-01
Scala,Summarybigdata,Ques,2018,2,1,,3,2018-02-01
Scala,Summarybigdata,Ques,2018,3,1,,11,2018-03-01
Scala,Summarybigdata,Ques,2018,4,1,ireland,1,2018-04-01
Scala,Summarybigdata,Ques,2018,4,1,,5,2018-04-01
Scala,Summarybigdata,Ques,2018,5,1,,10,2018-05-01
Scala,Summarybigdata,Ques,2018,5,1,invalid,1,2018-05-01
Scala,Summarybigdata,Ques,2018,6,1,united states,2,2018-06-01
Scala,Summarybigdata,Ques,2018,6,1,,10,2018-06-01
Scala,Summarybigdata,Ques,2018,7,1,,5,2018-07-01
Scala,Summarybigdata,Ques,2018,7,1,invalid,1,2018-07-01
Scala,Summarybigdata,Ques,2018,7,1,india,1,2018-07-01
Scala,Summarybigdata,Ques,2018,7,1,united states,1,2018-07-01
Scala,Summarybigdata,Ques,2018,8,1,,2,2018-08-01
Scala,Summarybigdata,Ques,2018,8,1,invalid,3,2018-08-01
Scala,Summarybigdata,Ques,2018,9,1,,7,2018-09-01
Scala,Summarybigdata,Ques,2018,9,1,united states,5,2018-09-01
Scala,Summarybigdata,Ques,2018,9,1,india,2,2018-09-01
Scala,Summarybigdata,Ques,2018,10,1,invalid,1,2018-10-01
Scala,Summarybigdata,Ques,2018,10,1,,8,2018-10-01
Scala,Summarybigdata,Score,2012,7,1,,2,2012-07-01
Scala,Summarybigdata,Score,2012,11,1,,2,2012-11-01
Scala,Summarybigdata,Score,2013,1,1,dominican republic,23,2013-01-01
Scala,Summarybigdata,Score,2013,1,1,,5,2013-01-01
Scala,Summarybigdata,Score,2013,6,1,,1,2013-06-01
Scala,Summarybigdata,Score,2013,7,1,,4,2013-07-01
Scala,Summarybigdata,Score,2013,9,1,invalid,0,2013-09-01
Scala,Summarybigdata,Score,2013,11,1,,1,2013-11-01
Scala,Summarybigdata,Score,2013,12,1,invalid,0,2013-12-01
Scala,Summarybigdata,Score,2014,1,1,,0,2014-01-01
Scala,Summarybigdata,Score,2014,2,1,belgium,2,2014-02-01
Scala,Summarybigdata,Score,2014,3,1,china,1,2014-03-01
Scala,Summarybigdata,Score,2014,3,1,,7,2014-03-01
Scala,Summarybigdata,Score,2014,4,1,,2,2014-04-01
Scala,Summarybigdata,Score,2014,9,1,,0,2014-09-01
Scala,Summarybigdata,Score,2014,10,1,,0,2014-10-01
Scala,Summarybigdata,Score,2014,11,1,,37,2014-11-01
Scala,Summarybigdata,Score,2014,12,1,,20,2014-12-01
Scala,Summarybigdata,Score,2015,1,1,,20,2015-01-01
Scala,Summarybigdata,Score,2015,2,1,,6,2015-02-01
Scala,Summarybigdata,Score,2015,3,1,,7,2015-03-01
Scala,Summarybigdata,Score,2015,4,1,,3,2015-04-01
Scala,Summarybigdata,Score,2015,4,1,invalid,3,2015-04-01
Scala,Summarybigdata,Score,2015,5,1,,16,2015-05-01
Scala,Summarybigdata,Score,2015,6,1,,3,2015-06-01
Scala,Summarybigdata,Score,2015,7,1,,7,2015-07-01
Scala,Summarybigdata,Score,2015,8,1,,2,2015-08-01
Scala,Summarybigdata,Score,2015,9,1,invalid,0,2015-09-01
Scala,Summarybigdata,Score,2015,9,1,,10,2015-09-01
Scala,Summarybigdata,Score,2015,10,1,,-2,2015-10-01
Scala,Summarybigdata,Score,2015,10,1,brazil,0,2015-10-01
Scala,Summarybigdata,Score,2015,11,1,,0,2015-11-01
Scala,Summarybigdata,Score,2015,12,1,,13,2015-12-01
Scala,Summarybigdata,Score,2016,1,1,,1,2016-01-01
Scala,Summarybigdata,Score,2016,3,1,sweden,-2,2016-03-01
Scala,Summarybigdata,Score,2016,3,1,,2,2016-03-01
Scala,Summarybigdata,Score,2016,3,1,brazil,2,2016-03-01
Scala,Summarybigdata,Score,2016,4,1,india,0,2016-04-01
Scala,Summarybigdata,Score,2016,4,1,,1,2016-04-01
Scala,Summarybigdata,Score,2016,4,1,sweden,7,2016-04-01
Scala,Summarybigdata,Score,2016,5,1,,3,2016-05-01
Scala,Summarybigdata,Score,2016,5,1,sweden,1,2016-05-01
Scala,Summarybigdata,Score,2016,5,1,invalid,4,2016-05-01
